Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	adjusted_probs
1528	0	He	171	False	distilbert/distilgpt2	1.0	0.0	0	86	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	622141	[0.83274422]
1529	1	 missed	171	False	distilbert/distilgpt2	3.2109656444845314e-07	21.57048988342285	1	86	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	4594	[-0.1254388]
1530	2	 one	171	False	distilbert/distilgpt2	0.0108964191749691	6.5200018882751465	2	86	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	338439	[-0.13714873]
1531	3	 note	171	False	distilbert/distilgpt2	4.008344694739208e-05	14.606634140014648	3	86	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	12066	[-0.125905]
1532	4	 during	171	False	distilbert/distilgpt2	0.0194142069667577	5.686743259429932	4	86	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	67039	[-0.11025332]
1533	5	 his	171	False	distilbert/distilgpt2	0.1319914907217025	2.921483039855957	5	86	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	458105	[-0.02415673]
1534	6	 solo	171	False	distilbert/distilgpt2	0.0012818925315514	9.607508659362791	6	86	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	3028	[-0.12405119]
1535	7	 performance.	171	False	distilbert/distilgpt2	0.1021013613790273	3.558359861373902	7	86	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	15362	[-0.02406691]
1536	0	He	172	False	distilbert/distilgpt2	1.0	0.0	0	86	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	622141	[0.83274422]
1537	1	 missed	172	False	distilbert/distilgpt2	3.2109656444845314e-07	21.57048988342285	1	86	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	4594	[-0.1254388]
1538	2	 one	172	False	distilbert/distilgpt2	0.0108964191749691	6.5200018882751465	2	86	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	338439	[-0.13714873]
1539	3	 tone	172	False	distilbert/distilgpt2	9.81249650067184e-06	16.636947631835938	3	86	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	4020	[-0.12539044]
1540	4	 during	172	False	distilbert/distilgpt2	0.0265284907072782	5.236313343048096	4	86	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	67039	[-0.10313904]
1541	5	 his	172	False	distilbert/distilgpt2	0.1577377468347549	2.6643998622894287	5	86	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	458105	[0.00158952]
1542	6	 solo	172	False	distilbert/distilgpt2	0.0017585300374776	9.151413917541504	6	86	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	3028	[-0.12357455]
1543	7	 performance.	172	False	distilbert/distilgpt2	0.1191794089972972	3.279252886772156	7	86	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	15362	[-0.00698886]
1544	0	The	173	False	distilbert/distilgpt2	1.0	0.0	0	87	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	6500900	[0.43466915]
1545	1	 singer	173	False	distilbert/distilgpt2	3.4828687489607546e-07	21.45322036743164	1	87	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	4385	[-0.12542462]
1546	2	 struggled	173	False	distilbert/distilgpt2	0.0001273342786589	12.939091682434082	2	87	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	2179	[-0.12514826]
1547	3	 to	173	False	distilbert/distilgpt2	0.4962720274925232	1.0107967853546145	3	87	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	3042375	[0.1651322]
1548	4	 reach	173	False	distilbert/distilgpt2	0.0082630505785346	6.91910982131958	4	87	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	14438	[-0.11784265]
1549	5	 the	173	False	distilbert/distilgpt2	0.2819741070270538	1.8263652324676511	5	87	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	6500900	[-0.28335674]
1550	6	 highest	173	False	distilbert/distilgpt2	0.0032133862841874	8.281689643859863	6	87	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	6787	[-0.12237423]
1551	7	 note	173	False	distilbert/distilgpt2	0.0016282218275591	9.262486457824709	7	87	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	12066	[-0.12431686]
1552	8	 in	173	False	distilbert/distilgpt2	0.2362030595541	2.0819003582000732	8	87	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	2204092	[-0.03817316]
1553	9	 the	173	False	distilbert/distilgpt2	0.293986052274704	1.7661802768707275	9	87	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	6500900	[-0.2713448]
1554	10	 piece.	173	False	distilbert/distilgpt2	0.0576854977043694	7.758999347686768	10	87	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	14519	[-0.06842569]
1555	0	The	174	False	distilbert/distilgpt2	1.0	0.0	0	87	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	6500900	[0.43466915]
1556	1	 singer	174	False	distilbert/distilgpt2	3.4828687489607546e-07	21.45322036743164	1	87	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	4385	[-0.12542462]
1557	2	 struggled	174	False	distilbert/distilgpt2	0.0001273342786589	12.939091682434082	2	87	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	2179	[-0.12514826]
1558	3	 to	174	False	distilbert/distilgpt2	0.4962720274925232	1.0107967853546145	3	87	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	3042375	[0.1651322]
1559	4	 reach	174	False	distilbert/distilgpt2	0.0082630505785346	6.91910982131958	4	87	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	14438	[-0.11784265]
1560	5	 the	174	False	distilbert/distilgpt2	0.2819741070270538	1.8263652324676511	5	87	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	6500900	[-0.28335674]
1561	6	 highest	174	False	distilbert/distilgpt2	0.0032133862841874	8.281689643859863	6	87	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	6787	[-0.12237423]
1562	7	 tone	174	False	distilbert/distilgpt2	0.0004125530540477	11.24313259124756	7	87	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	4020	[-0.1249877]
1563	8	 in	174	False	distilbert/distilgpt2	0.1474733501672744	2.7614736557006836	8	87	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	2204092	[-0.12690287]
1564	9	 the	174	False	distilbert/distilgpt2	0.2620835304260254	1.931901216506958	9	87	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	6500900	[-0.30324732]
1565	10	 piece.	174	False	distilbert/distilgpt2	0.0527322675479808	7.173666477203369	10	87	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	14519	[-0.07337892]
1566	0	The	175	False	distilbert/distilgpt2	1.0	0.0	0	88	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	6500900	[0.43466915]
1567	1	 pianist	175	False	distilbert/distilgpt2	0.4810863554787818	12.68690610677004	1	88	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	396	[0.3559315]
1568	2	 hit	175	False	distilbert/distilgpt2	0.0001776463905116	12.458703994750977	2	88	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	23270	[-0.1265261]
1569	3	 a	175	False	distilbert/distilgpt2	0.1039898321032524	3.2654855251312256	3	88	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	2959949	[-0.22156859]
1570	4	 beautiful	175	False	distilbert/distilgpt2	0.0007409419049508	10.398351669311523	4	88	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	12082	[-0.12520522]
1571	5	 note	175	False	distilbert/distilgpt2	0.0374518074095249	4.738820552825928	5	88	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	12066	[-0.08849327]
1572	6	 that	175	False	distilbert/distilgpt2	0.0217535886913537	5.522602558135986	6	88	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	1342576	[-0.19428582]
1573	7	 lingered	175	False	distilbert/distilgpt2	0.4584449705726001	5.73808440566063	7	88	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	305	[0.33329628]
1574	8	 in	175	False	distilbert/distilgpt2	0.1456559747457504	2.7793631553649902	8	88	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	2204092	[-0.12872025]
1575	9	 the	175	False	distilbert/distilgpt2	0.2469433695077896	2.017747640609741	9	88	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	6500900	[-0.31838748]
1576	10	 hall.	175	False	distilbert/distilgpt2	0.0301426364458165	6.8111891746521	10	88	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	8542	[-0.09556382]
1577	0	The	176	False	distilbert/distilgpt2	1.0	0.0	0	88	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	6500900	[0.43466915]
1578	1	 pianist	176	False	distilbert/distilgpt2	0.4810863554787818	12.68690610677004	1	88	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	396	[0.3559315]
1579	2	 hit	176	False	distilbert/distilgpt2	0.0001776463905116	12.458703994750977	2	88	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	23270	[-0.1265261]
1580	3	 a	176	False	distilbert/distilgpt2	0.1039898321032524	3.2654855251312256	3	88	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	2959949	[-0.22156859]
1581	4	 beautiful	176	False	distilbert/distilgpt2	0.0007409419049508	10.398351669311523	4	88	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	12082	[-0.12520522]
1582	5	 sound	176	False	distilbert/distilgpt2	0.0064647956751286	7.273179531097412	5	88	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	16529	[-0.11978249]
1583	6	 that	176	False	distilbert/distilgpt2	0.0354865528643131	4.816583633422852	6	88	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	1342576	[-0.18055286]
1584	7	 lingered	176	False	distilbert/distilgpt2	0.3721802903455682	5.680982410907745	7	88	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	305	[0.24703159]
1585	8	 in	176	False	distilbert/distilgpt2	0.1345572173595428	2.8937082290649414	8	88	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	2204092	[-0.139819]
1586	9	 the	176	False	distilbert/distilgpt2	0.3615583181381225	1.467699646949768	9	88	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	6500900	[-0.20377253]
1587	10	 hall.	176	False	distilbert/distilgpt2	0.0173019610811024	6.59665322303772	10	88	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	8542	[-0.1084045]
1588	0	She	177	False	distilbert/distilgpt2	1.0	0.0	0	89	note_meaning1_syn2	expected	She played every note of the song perfectly.	3	272348	[0.85643015]
1589	1	 played	177	False	distilbert/distilgpt2	1.0973602684316577e-06	19.797531127929688	1	89	note_meaning1_syn2	expected	She played every note of the song perfectly.	3	14608	[-0.12611611]
1590	2	 every	177	False	distilbert/distilgpt2	0.0017003960674628	9.199913024902344	2	89	note_meaning1_syn2	expected	She played every note of the song perfectly.	3	74954	[-0.12850309]
1591	3	 note	177	False	distilbert/distilgpt2	0.0016172397881746	9.272250175476074	3	89	note_meaning1_syn2	expected	She played every note of the song perfectly.	3	12066	[-0.12432784]
1592	4	 of	177	False	distilbert/distilgpt2	0.1011021211743354	3.306114673614502	4	89	note_meaning1_syn2	expected	She played every note of the song perfectly.	3	3139402	[-0.23660781]
1593	5	 the	177	False	distilbert/distilgpt2	0.1312017738819122	2.930140733718872	5	89	note_meaning1_syn2	expected	She played every note of the song perfectly.	3	6500900	[-0.43412908]
1594	6	 song	177	False	distilbert/distilgpt2	0.0630654320120811	3.987006664276123	6	89	note_meaning1_syn2	expected	She played every note of the song perfectly.	3	8984	[-0.06267095]
1595	7	 perfectly.	177	False	distilbert/distilgpt2	0.1550621894275536	7.024591684341431	7	89	note_meaning1_syn2	expected	She played every note of the song perfectly.	3	4977	[0.02959713]
1596	0	She	178	False	distilbert/distilgpt2	1.0	0.0	0	89	note_meaning1_syn2	unexpected	She played every sound of the song perfectly.	3	272348	[0.85643015]
1597	1	 played	178	False	distilbert/distilgpt2	1.0973602684316577e-06	19.797531127929688	1	89	note_meaning1_syn2	unexpected	She played every sound of the song perfectly.	3	14608	[-0.12611611]
1598	2	 every	178	False	distilbert/distilgpt2	0.0017003960674628	9.199913024902344	2	89	note_meaning1_syn2	unexpected	She played every sound of the song perfectly.	3	74954	[-0.12850309]
1599	3	 sound	178	False	distilbert/distilgpt2	0.0012738098157569	9.616634368896484	3	89	note_meaning1_syn2	unexpected	She played every sound of the song perfectly.	3	16529	[-0.12497348]
1600	4	 of	178	False	distilbert/distilgpt2	0.1689831316471099	2.5650486946105957	4	89	note_meaning1_syn2	unexpected	She played every sound of the song perfectly.	3	3139402	[-0.1687268]
1601	5	 the	178	False	distilbert/distilgpt2	0.2122742086648941	2.2359988689422607	5	89	note_meaning1_syn2	unexpected	She played every sound of the song perfectly.	3	6500900	[-0.35305664]
1602	6	 song	178	False	distilbert/distilgpt2	0.0616669990122318	4.019357204437256	6	89	note_meaning1_syn2	unexpected	She played every sound of the song perfectly.	3	8984	[-0.06406939]
1603	7	 perfectly.	178	False	distilbert/distilgpt2	0.1549464152922154	6.627174079418182	7	89	note_meaning1_syn2	unexpected	She played every sound of the song perfectly.	3	4977	[0.02948136]
1604	0	The	179	False	distilbert/distilgpt2	1.0	0.0	0	90	note_meaning1_syn2	expected	The violinist held the final note for several seconds.	5	6500900	[0.43466915]
1605	1	 violinist	179	False	distilbert/distilgpt2	0.2089574794469459	13.080561697483065	1	90	note_meaning1_syn2	expected	The violinist held the final note for several seconds.	5	106	[0.08382226]
1606	2	 held	179	False	distilbert/distilgpt2	0.0003368969773873	11.535405158996582	2	90	note_meaning1_syn2	expected	The violinist held the final note for several seconds.	5	16078	[-0.12587985]
1607	3	 the	179	False	distilbert/distilgpt2	0.0956175550818443	3.386580467224121	3	90	note_meaning1_syn2	expected	The violinist held the final note for several seconds.	5	6500900	[-0.4697133]
1608	4	 final	179	False	distilbert/distilgpt2	0.0028603000100702	8.449617385864258	4	90	note_meaning1_syn2	expected	The violinist held the final note for several seconds.	5	14421	[-0.12324425]
1609	5	 note	179	False	distilbert/distilgpt2	0.0022524311207234	8.79430103302002	5	90	note_meaning1_syn2	expected	The violinist held the final note for several seconds.	5	12066	[-0.12369265]
1610	6	 for	179	False	distilbert/distilgpt2	0.1354268938302993	2.884413719177246	6	90	note_meaning1_syn2	expected	The violinist held the final note for several seconds.	5	1097120	[-0.06399168]
1611	7	 several	179	False	distilbert/distilgpt2	0.0026113237254321	8.581003189086914	7	90	note_meaning1_syn2	expected	The violinist held the final note for several seconds.	5	39335	[-0.12518025]
1612	8	 seconds.	179	False	distilbert/distilgpt2	0.0765109760686754	4.154197931289673	8	90	note_meaning1_syn2	expected	The violinist held the final note for several seconds.	5	8735	[-0.04920855]
1613	0	The	180	False	distilbert/distilgpt2	1.0	0.0	0	90	note_meaning1_syn2	unexpected	The violinist held the final sound for several seconds.	5	6500900	[0.43466915]
1614	1	 violinist	180	False	distilbert/distilgpt2	0.2089574794469459	13.080561697483065	1	90	note_meaning1_syn2	unexpected	The violinist held the final sound for several seconds.	5	106	[0.08382226]
1615	2	 held	180	False	distilbert/distilgpt2	0.0003368969773873	11.535405158996582	2	90	note_meaning1_syn2	unexpected	The violinist held the final sound for several seconds.	5	16078	[-0.12587985]
1616	3	 the	180	False	distilbert/distilgpt2	0.0956175550818443	3.386580467224121	3	90	note_meaning1_syn2	unexpected	The violinist held the final sound for several seconds.	5	6500900	[-0.4697133]
1617	4	 final	180	False	distilbert/distilgpt2	0.0028603000100702	8.449617385864258	4	90	note_meaning1_syn2	unexpected	The violinist held the final sound for several seconds.	5	14421	[-0.12324425]
1618	5	 sound	180	False	distilbert/distilgpt2	0.0006565909134224	10.572717666625977	5	90	note_meaning1_syn2	unexpected	The violinist held the final sound for several seconds.	5	16529	[-0.1255907]
1619	6	 for	180	False	distilbert/distilgpt2	0.0544078350067138	4.200041770935059	6	90	note_meaning1_syn2	unexpected	The violinist held the final sound for several seconds.	5	1097120	[-0.14501074]
1620	7	 several	180	False	distilbert/distilgpt2	0.0050361854955554	7.633452892303467	7	90	note_meaning1_syn2	unexpected	The violinist held the final sound for several seconds.	5	39335	[-0.12275539]
1621	8	 seconds.	180	False	distilbert/distilgpt2	0.0716473627835512	4.1687846183776855	8	90	note_meaning1_syn2	unexpected	The violinist held the final sound for several seconds.	5	8735	[-0.05407216]
1622	0	He	181	False	distilbert/distilgpt2	1.0	0.0	0	91	note_meaning1_syn2	expected	He missed one note during his solo performance.	3	622141	[0.83274422]
1623	1	 missed	181	False	distilbert/distilgpt2	3.2109656444845314e-07	21.57048988342285	1	91	note_meaning1_syn2	expected	He missed one note during his solo performance.	3	4594	[-0.1254388]
1624	2	 one	181	False	distilbert/distilgpt2	0.0108964191749691	6.5200018882751465	2	91	note_meaning1_syn2	expected	He missed one note during his solo performance.	3	338439	[-0.13714873]
1625	3	 note	181	False	distilbert/distilgpt2	4.008344694739208e-05	14.606634140014648	3	91	note_meaning1_syn2	expected	He missed one note during his solo performance.	3	12066	[-0.125905]
1626	4	 during	181	False	distilbert/distilgpt2	0.0194142069667577	5.686743259429932	4	91	note_meaning1_syn2	expected	He missed one note during his solo performance.	3	67039	[-0.11025332]
1627	5	 his	181	False	distilbert/distilgpt2	0.1319914907217025	2.921483039855957	5	91	note_meaning1_syn2	expected	He missed one note during his solo performance.	3	458105	[-0.02415673]
1628	6	 solo	181	False	distilbert/distilgpt2	0.0012818925315514	9.607508659362791	6	91	note_meaning1_syn2	expected	He missed one note during his solo performance.	3	3028	[-0.12405119]
1629	7	 performance.	181	False	distilbert/distilgpt2	0.1021013613790273	3.558359861373902	7	91	note_meaning1_syn2	expected	He missed one note during his solo performance.	3	15362	[-0.02406691]
1630	0	He	182	False	distilbert/distilgpt2	1.0	0.0	0	91	note_meaning1_syn2	unexpected	He missed one sound during his solo performance.	3	622141	[0.83274422]
1631	1	 missed	182	False	distilbert/distilgpt2	3.2109656444845314e-07	21.57048988342285	1	91	note_meaning1_syn2	unexpected	He missed one sound during his solo performance.	3	4594	[-0.1254388]
1632	2	 one	182	False	distilbert/distilgpt2	0.0108964191749691	6.5200018882751465	2	91	note_meaning1_syn2	unexpected	He missed one sound during his solo performance.	3	338439	[-0.13714873]
1633	3	 sound	182	False	distilbert/distilgpt2	4.737185008707456e-05	14.365610122680664	3	91	note_meaning1_syn2	unexpected	He missed one sound during his solo performance.	3	16529	[-0.12619992]
1634	4	 during	182	False	distilbert/distilgpt2	0.0144248064607381	6.115303993225098	4	91	note_meaning1_syn2	unexpected	He missed one sound during his solo performance.	3	67039	[-0.11524272]
1635	5	 his	182	False	distilbert/distilgpt2	0.1352956295013427	2.885812759399414	5	91	note_meaning1_syn2	unexpected	He missed one sound during his solo performance.	3	458105	[-0.0208526]
1636	6	 solo	182	False	distilbert/distilgpt2	0.0027004617732018	8.532577514648438	6	91	note_meaning1_syn2	unexpected	He missed one sound during his solo performance.	3	3028	[-0.12263262]
1637	7	 performance.	182	False	distilbert/distilgpt2	0.1201817095279693	3.2156203985214233	7	91	note_meaning1_syn2	unexpected	He missed one sound during his solo performance.	3	15362	[-0.00598656]
1638	0	The	183	False	distilbert/distilgpt2	1.0	0.0	0	92	note_meaning1_syn2	expected	The singer struggled to reach the highest note in the piece.	7	6500900	[0.43466915]
1639	1	 singer	183	False	distilbert/distilgpt2	3.4828687489607546e-07	21.45322036743164	1	92	note_meaning1_syn2	expected	The singer struggled to reach the highest note in the piece.	7	4385	[-0.12542462]
1640	2	 struggled	183	False	distilbert/distilgpt2	0.0001273342786589	12.939091682434082	2	92	note_meaning1_syn2	expected	The singer struggled to reach the highest note in the piece.	7	2179	[-0.12514826]
1641	3	 to	183	False	distilbert/distilgpt2	0.4962720274925232	1.0107967853546145	3	92	note_meaning1_syn2	expected	The singer struggled to reach the highest note in the piece.	7	3042375	[0.1651322]
1642	4	 reach	183	False	distilbert/distilgpt2	0.0082630505785346	6.91910982131958	4	92	note_meaning1_syn2	expected	The singer struggled to reach the highest note in the piece.	7	14438	[-0.11784265]
1643	5	 the	183	False	distilbert/distilgpt2	0.2819741070270538	1.8263652324676511	5	92	note_meaning1_syn2	expected	The singer struggled to reach the highest note in the piece.	7	6500900	[-0.28335674]
1644	6	 highest	183	False	distilbert/distilgpt2	0.0032133862841874	8.281689643859863	6	92	note_meaning1_syn2	expected	The singer struggled to reach the highest note in the piece.	7	6787	[-0.12237423]
1645	7	 note	183	False	distilbert/distilgpt2	0.0016282218275591	9.262486457824709	7	92	note_meaning1_syn2	expected	The singer struggled to reach the highest note in the piece.	7	12066	[-0.12431686]
1646	8	 in	183	False	distilbert/distilgpt2	0.2362030595541	2.0819003582000732	8	92	note_meaning1_syn2	expected	The singer struggled to reach the highest note in the piece.	7	2204092	[-0.03817316]
1647	9	 the	183	False	distilbert/distilgpt2	0.293986052274704	1.7661802768707275	9	92	note_meaning1_syn2	expected	The singer struggled to reach the highest note in the piece.	7	6500900	[-0.2713448]
1648	10	 piece.	183	False	distilbert/distilgpt2	0.0576854977043694	7.758999347686768	10	92	note_meaning1_syn2	expected	The singer struggled to reach the highest note in the piece.	7	14519	[-0.06842569]
1649	0	The	184	False	distilbert/distilgpt2	1.0	0.0	0	92	note_meaning1_syn2	unexpected	The singer struggled to reach the highest sound in the piece.	7	6500900	[0.43466915]
1650	1	 singer	184	False	distilbert/distilgpt2	3.4828687489607546e-07	21.45322036743164	1	92	note_meaning1_syn2	unexpected	The singer struggled to reach the highest sound in the piece.	7	4385	[-0.12542462]
1651	2	 struggled	184	False	distilbert/distilgpt2	0.0001273342786589	12.939091682434082	2	92	note_meaning1_syn2	unexpected	The singer struggled to reach the highest sound in the piece.	7	2179	[-0.12514826]
1652	3	 to	184	False	distilbert/distilgpt2	0.4962720274925232	1.0107967853546145	3	92	note_meaning1_syn2	unexpected	The singer struggled to reach the highest sound in the piece.	7	3042375	[0.1651322]
1653	4	 reach	184	False	distilbert/distilgpt2	0.0082630505785346	6.91910982131958	4	92	note_meaning1_syn2	unexpected	The singer struggled to reach the highest sound in the piece.	7	14438	[-0.11784265]
1654	5	 the	184	False	distilbert/distilgpt2	0.2819741070270538	1.8263652324676511	5	92	note_meaning1_syn2	unexpected	The singer struggled to reach the highest sound in the piece.	7	6500900	[-0.28335674]
1655	6	 highest	184	False	distilbert/distilgpt2	0.0032133862841874	8.281689643859863	6	92	note_meaning1_syn2	unexpected	The singer struggled to reach the highest sound in the piece.	7	6787	[-0.12237423]
1656	7	 sound	184	False	distilbert/distilgpt2	0.0005846139974892	10.740227699279783	7	92	note_meaning1_syn2	unexpected	The singer struggled to reach the highest sound in the piece.	7	16529	[-0.12566268]
1657	8	 in	184	False	distilbert/distilgpt2	0.0906484723091125	3.463573455810547	8	92	note_meaning1_syn2	unexpected	The singer struggled to reach the highest sound in the piece.	7	2204092	[-0.18372775]
1658	9	 the	184	False	distilbert/distilgpt2	0.3343611061573028	1.5805208683013916	9	92	note_meaning1_syn2	unexpected	The singer struggled to reach the highest sound in the piece.	7	6500900	[-0.23096974]
1659	10	 piece.	184	False	distilbert/distilgpt2	0.0533408851079002	8.666636943817139	10	92	note_meaning1_syn2	unexpected	The singer struggled to reach the highest sound in the piece.	7	14519	[-0.0727703]
1660	0	She	185	False	distilbert/distilgpt2	1.0	0.0	0	93	note_meaning2_syn1	expected	She left a note on the table to remind him about the meeting.	3	272348	[0.85643015]
1661	1	 left	185	False	distilbert/distilgpt2	1.7829548596637323e-05	15.77536964416504	1	93	note_meaning2_syn1	expected	She left a note on the table to remind him about the meeting.	3	57126	[-0.12897845]
1662	2	 a	185	False	distilbert/distilgpt2	0.0456345453858375	4.453729629516602	2	93	note_meaning2_syn1	expected	She left a note on the table to remind him about the meeting.	3	2959949	[-0.27992388]
1663	3	 note	185	False	distilbert/distilgpt2	0.176890879869461	2.499068260192871	3	93	note_meaning2_syn1	expected	She left a note on the table to remind him about the meeting.	3	12066	[0.0509458]
1664	4	 on	185	False	distilbert/distilgpt2	0.1612990498542785	2.632189989089966	4	93	note_meaning2_syn1	expected	She left a note on the table to remind him about the meeting.	3	833044	[-0.02023785]
1665	5	 the	185	False	distilbert/distilgpt2	0.1745259463787078	2.518486499786377	5	93	note_meaning2_syn1	expected	She left a note on the table to remind him about the meeting.	3	6500900	[-0.3908049]
1666	6	 table	185	False	distilbert/distilgpt2	0.008799067698419	6.828433513641357	6	93	note_meaning2_syn1	expected	She left a note on the table to remind him about the meeting.	3	28314	[-0.11824623]
1667	7	 to	185	False	distilbert/distilgpt2	0.0361636653542518	4.789315223693848	7	93	note_meaning2_syn1	expected	She left a note on the table to remind him about the meeting.	3	3042375	[-0.29497616]
1668	8	 remind	185	False	distilbert/distilgpt2	0.0116345351561903	6.425442218780518	8	93	note_meaning2_syn1	expected	She left a note on the table to remind him about the meeting.	3	2508	[-0.11366333]
1669	9	 him	185	False	distilbert/distilgpt2	0.157511755824089	2.666468620300293	9	93	note_meaning2_syn1	expected	She left a note on the table to remind him about the meeting.	3	130499	[0.02354709]
1670	10	 about	185	False	distilbert/distilgpt2	0.0343761965632438	4.862446308135986	10	93	note_meaning2_syn1	expected	She left a note on the table to remind him about the meeting.	3	296707	[-0.1108431]
1671	11	 the	185	False	distilbert/distilgpt2	0.2760662734508514	1.8569133281707764	11	93	note_meaning2_syn1	expected	She left a note on the table to remind him about the meeting.	3	6500900	[-0.28926458]
1672	12	 meeting.	185	False	distilbert/distilgpt2	0.1238803032319992	5.22981595993042	12	93	note_meaning2_syn1	expected	She left a note on the table to remind him about the meeting.	3	12558	[-0.00209809]
1673	0	She	186	False	distilbert/distilgpt2	1.0	0.0	0	93	note_meaning2_syn1	unexpected	She left a memo on the table to remind him about the meeting.	3	272348	[0.85643015]
1674	1	 left	186	False	distilbert/distilgpt2	1.7829548596637323e-05	15.77536964416504	1	93	note_meaning2_syn1	unexpected	She left a memo on the table to remind him about the meeting.	3	57126	[-0.12897845]
1675	2	 a	186	False	distilbert/distilgpt2	0.0456345453858375	4.453729629516602	2	93	note_meaning2_syn1	unexpected	She left a memo on the table to remind him about the meeting.	3	2959949	[-0.27992388]
1676	3	 memo	186	False	distilbert/distilgpt2	0.000586008944083	10.73678970336914	3	93	note_meaning2_syn1	unexpected	She left a memo on the table to remind him about the meeting.	3	1330	[-0.12463209]
1677	4	 on	186	False	distilbert/distilgpt2	0.0877658575773239	3.5101962089538574	4	93	note_meaning2_syn1	unexpected	She left a memo on the table to remind him about the meeting.	3	833044	[-0.09377104]
1678	5	 the	186	False	distilbert/distilgpt2	0.1977218389511108	2.3384556770324707	5	93	note_meaning2_syn1	unexpected	She left a memo on the table to remind him about the meeting.	3	6500900	[-0.36760901]
1679	6	 table	186	False	distilbert/distilgpt2	0.0053680799901485	7.541378021240234	6	93	note_meaning2_syn1	unexpected	She left a memo on the table to remind him about the meeting.	3	28314	[-0.12167722]
